;Partido;Localidad;Link Indec;Otros;0,256 Mbps;0,375 Mbps;0,5 Mbps;0,512 Mbps;0,625 Mbps;0,75 Mbps;1 Mbps;1,25 Mbps;1,5 Mbps;2 Mbps;2,2 Mbps;2,5 Mbps;3 Mbps;3,3 Mbps;3,5 Mbps;4 Mbps;4,5 Mbps;5 Mbps;6 Mbps;6,4 Mbps;7 Mbps;7,5 Mbps;8 Mbps;9 Mbps;10 Mbps;10,2 Mbps;11 Mbps;12 Mbps;12,3 Mbps;13 Mbps;14 Mbps;15 Mbps;16 Mbps;17 Mbps;18 Mbps;20 Mbps;20,5 Mbps;21 Mbps;22 Mbps;23 Mbps;24 Mbps;25 Mbps;25,1 Mbps;25,5 Mbps;26 Mbps;27 Mbps;30 Mbps;31 Mbps;32 Mbps;34 Mbps;35 Mbps;36 Mbps;38 Mbps;39 Mbps;40 Mbps;41 Mbps;45 Mbps;46 Mbps;48 Mbps;49 Mbps;50 Mbps;50,1 Mbps;50,25 Mbps;51 Mbps;55 Mbps;58 Mbps;59 Mbps;60 Mbps;61 Mbps;62 Mbps;64 Mbps;65 Mbps;66 Mbps;70 Mbps;75 Mbps;78 Mbps;80 Mbps;83 Mbps;85 Mbps;90 Mbps;92 Mbps;95 Mbps;100 Mbps;100,25 Mbps;110 Mbps;120 Mbps;122 Mbps;125 Mbps;126 Mbps;130 Mbps;140 Mbps;150 Mbps;157 Mbps;158 Mbps;160 Mbps;164 Mbps;165 Mbps;180 Mbps;200 Mbps;212 Mbps;220 Mbps;225 Mbps;234 Mbps;240 Mbps;250 Mbps;256 Mbps;275 Mbps;300 Mbps;320 Mbps;325 Mbps;330 Mbps;340 Mbps;400 Mbps;450 Mbps;480 Mbps;500 Mbps;512 Mbps;520 Mbps;540 Mbps;600 Mbps;680 Mbps;700 Mbps;800 Mbps;850 Mbps;900 Mbps;950 Mbps;1000 Mbps;1024 Mbps;Total general;id_provincia
1355;Paso de los Libres;Paso de los Libres;18119030;7,0;;;;1,0;;;314,0;;;;;;782,0;;;;;;850,0;;;;;;2070,0;;;;;;;145,0;;;;109,0;;;;;;;;;;;9,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4288,0;6
1356;Saladas;Saladas;18126010;;;;;2,0;;;14,0;;;;;;17,0;;;;;;158,0;;;;;;530,0;;;;;;;49,0;;;;38,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;809,0;6
1357;Saladas;San Lorenzo;18126020;50,0;;;;1,0;;;;;;17,0;;;1,0;;;;;;75,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144,0;6
1358;San Cosme;Paso de la Patria;18133020;;;;;1,0;;;;;;;;;163,0;;;15,0;;;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;191,0;6
1359;San Cosme;San Cosme;18133030;;;;;1,0;;;;;;1,0;;;158,0;;;1,0;;;12,0;;;;;;75,0;;;;;;;19,0;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;269,0;6
1360;San Cosme;Santa Ana;18133040;;;;;;;;;;;24,0;;;94,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118,0;6
1361;San Luis del Palmar;San Luis del Palmar;18140010;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;6
1362;San Martín;La Cruz;18147030;;;;;1,0;;;3,0;;;;;;2,0;;;;;;50,0;;;;;;204,0;;;;;;;40,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;301,0;6
1363;San Miguel;Loreto;18154010;1,0;;;;;;;;;;32,0;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37,0;6
1364;San Miguel;San Miguel;18154020;;;;;1,0;;;;;;86,0;;;11,0;;;;;;;;;;;;;;;;;;;21,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119,0;6
1365;San Roque;Chavarría;18161010;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,0;6
1366;San Roque;Pedro R. Fernández (Est. Manuel F. Mantilla);18161040;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;6
1367;San Roque;San Roque;18161050;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,0;6
1368;Santo Tomé;Gobernador Igr. Valentín Virasoro;18168030;7,0;;;1,0;1,0;;;4,0;;;;;;14,0;;;;;;166,0;;;;;;731,0;;;;;;;106,0;;;;71,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1103,0;6
1369;Santo Tomé;José Rafael Gómez;18168010;28,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,0;6
1370;Santo Tomé;Santo Tomé;18168040;1268,0;;;;1,0;;;9,0;;;;;;112,0;;;;;;726,0;;;;;;1332,0;;;;;;;151,0;;;;18,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3617,0;6
1371;Sauce;Sauce;18175010;0,0;;;;2,0;;;;;;;;;;;;;;998,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000,0;6
1372;Colón;Arroyo Barú;30008010;0,0;;;;;;;33,0;;;;;;58,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,0;8
1373;Colón;Colón;30008020;0,0;;;2,0;2,0;;;19,0;;;2,0;;;177,0;;;47,0;;97,0;408,0;;;;;;1940,0;;;;;;;26,0;;;;196,0;;;;;;;;;;;300,0;;;;;;;;;;;;;;233,0;;;;;;;;;;;;;;;;;;;;;;656,0;;;;;;;;;;;;;;;;;;;;;;;;;811,0;;;;;;;;116,0;;;;;;;;;;;3,0;;5035,0;8
1374;Colón;Colonia Hugues;30008030;0,0;;;;;;;;;;;;;;;;28,0;;;;;;;;;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33,0;8
1375;Colón;El Brillante;30008100;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;8
1376;Colón;Hambis;30008040;;;;;;;;;;;5,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,0;8
1377;Colón;Hocker;30008050;0,0;;;;;;;;;;;;;;;;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,0;8
1378;Colón;La Clarita;30008060;;;;;;;;;;;;;;;;;;;;34,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,0;8
1379;Colón;Pueblo Liebig's;30008080;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;8
1380;Colón;San José;30008090;0,0;;;;;;;12,0;;;;;;13,0;;;163,0;;1,0;227,0;;;;;;737,0;;;;;;;68,0;;;;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1228,0;8
1381;Colón;Ubajay;30008100;;;;;;;;;;;;;;92,0;;;;;;2,0;;;;;;13,0;;;;;;;2,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110,0;8
1382;Colón;Villa  Elisa;30008110;0,0;;;0,0;;;;16,0;;;;;;23,0;;;64,0;;;1252,0;;;;;;551,0;;;;;;;62,0;;;;4,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1975,0;8
1383;Concordia;Calabacilla;30015010;;;;;;;;;;;;;;;;;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,0;8
1384;Concordia;Clodomiro Ledesma;30015020;;;;;;;;;;;2,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,0;8
1385;Concordia;Colonia Ayuí;30015030;;;;;;;;;;;;;;;;;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,0;8
1386;Concordia;Concordia;30015060;0,0;;;1,0;;;;231,0;;;29,0;;;803,0;;;7,0;;18,0;2557,0;;;;;;6041,0;;;;;;;265,0;;;;99,0;;;;;;;;;;;7,0;;;;;;;;;;;;;;124,0;;;;;;;;;;;;;;;;;;;;;;853,0;;;;;;;;;;;;;;;;;;;;;;;;;1585,0;;;;;;;;119,0;;;;;;;;;;;2,0;;12741,0;8
1387;Concordia;Estación Yeruá;30015080;;;;;;;;;;;;;;;;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,0;8
1388;Concordia;Estación Yuquerí;30015083;;;;;;;;;;;;;;;;;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,0;8
1389;Concordia;Estancia Grande;30015087;;;;;;;;;;;;;;;;;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,0;8
1390;Concordia;La Criolla;30015090;;;;;;;;;;;4,0;;;2,0;;;21,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,0;8
1391;Concordia;Los Charrúas;30015100;;;;;;;;1,0;;;34,0;;;8,0;;;27,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71,0;8
1392;Concordia;Nueva Escocia;30015110;;;;;;;;;;;;;;;;;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,0;8
1393;Concordia;Osvaldo Magnasco;30015120;;;;;;;;;;;;;;;;;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,0;8
1394;Concordia;Puerto Yeruá;30015140;;;;;;;;;;;;;;;;;11,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,0;8
1395;Diamante;Aldea Brasilera;30021010;;;;;;;;1,0;;;15,0;;;8,0;;;15,0;;3,0;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46,0;8
1396;Diamante;Aldea Protestante;30021020;;;;;;;;41,0;;;37,0;;;77,0;;;15,0;;2,0;40,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;213,0;8
1397;Diamante;Aldea Spatzenkutter;30021050;;;;;;;;1,0;;;26,0;;;7,0;;;9,0;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45,0;8
1398;Diamante;Aldea Valle María;30021060;;;;;;;;4,0;;;136,0;;;6,0;;;70,0;;85,0;34,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;335,0;8
1399;Diamante;Colonia Ensayo;30021070;;;;;;;;;;;3,0;;;;;;5,0;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,0;8
1400;Diamante;Diamante;30021080;;;;;;;;10,0;;;217,0;;;53,0;;;101,0;;3,0;392,0;;;;;;1553,0;;;1130,0;;;;133,0;;;;130,0;;;;;;;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3725,0;8
1401;Diamante;Estación Camps;30021090;;;;;;;;;;;19,0;;;9,0;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,0;8
1402;Diamante;General Alvear;30021100;;;;;;;;;;;10,0;;;;;;5,0;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,0;8
1403;Diamante;General Racedo;30021110;;;;;;;;1,0;;;13,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,0;8
1404;Diamante;General Ramírez;30021120;0,0;;;;1,0;;;9,0;;;50,0;;;40,0;;;4,0;;6,0;109,0;;;;;;377,0;;;;;;;51,0;;;;27,0;;;;;;;;;;;20027,0;;;;;;;;;;;;;;178,0;;;;;;;;;;;;;;;;;;;;;;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20886,0;8
1405;Diamante;OTROS;Sin Datos;;;;;;;;;;;62,0;;;;;;49,0;;;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124,0;8
1406;Diamante;Strobel;30021120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,0;8
1407;Diamante;Villa Libertador San Martín;30021150;;;;;;;;5,0;;;170,0;;;37,0;;;148,0;;;223,0;;;;;;556,0;;;;;;;140,0;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1282,0;8
1408;Federación;Chajarí;30028010;0,0;;;;;;;22,0;;;;;;51,0;;;;;209,0;246,0;;;;;;496,0;;;46,0;;;;66,0;;;;9990,0;;;;;;;;;;;581,0;;;;;;;;;;;;;;28,0;;;;;;;47,0;;;;;;;;;;;;;;;;;;36,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11818,0;8
1409;Federación;Colonia Alemana;30028020;;;;;;;;;;;;;;;;;46,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46,0;8
1410;Federación;Colonia Ensanche Sauce;30028090;;;;;;;;;;;;;;;;;29,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,0;8
1411;Federación;Colonia La Argentina;30028040;;;;;;;;;;;;;;;;;47,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,0;8
1412;Federación;Colonia Peña;30028050;0,0;;;;;;;;;;;;;;;;18,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,0;8
1413;Federación;Colonia Santa María;30028040;;;;;;;;;;;;;;;;;16,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,0;8
1414;Federación;Federación;30028070;0,0;;;;;;;10,0;;;;;;11,0;;;;;1,0;120,0;;;;;;728,0;;;;;;;148,0;;;;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1025,0;8
1415;Federación;Los Conquistadores;30028080;;;;;;;;;;;;;;;;;74,0;;111,0;155,0;;;;;;58,0;;;;;;;;;;;130,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;528,0;8
1416;Federación;San Jaime de la Frontera;30028090;;;;;;;;;;;;;;;;;;;8,0;;;;;;;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,0;8
1417;Federación;San Pedro;30028100;0,0;;;;;;;;;;;;;;;;;;41,0;;;;;;;;;;;;;;;;;;16,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57,0;8
1418;Federación;San Ramón;30028105;0,0;;;;;;;;;;;;;;;;29,0;;;;;;;;;14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,0;8
1419;Federación;Santa Ana;30028110;0,0;;;;;;;;;;;;;;;;;;140,0;;;;;;;112,0;;;7,0;;;;;;;;4,0;;;;;;;;;;;3,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;267,0;8
1420;Federación;Villa del Rosario;30028120;0,0;;;;;;;;;;;;;;;;;;140,0;;;;;;;;;;;;;;;;;;4,0;;;;;;;;;;;4,0;;;;;;;;;;;;;;;;;;;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;152,0;8
1421;Federal;Conscripto Bernardi;30035010;;;;;;;;2,0;;;44,0;;;1,0;;;;;120,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;167,0;8
1422;Federal;El Cimarrón;30035020;;;;;;;;;;;;;;;;;;;80,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80,0;8
1423;Federal;Federal;30035030;0,0;;;;;;;4,0;;;36,0;;;10,0;;;;;268,0;37,0;;;;;;143,0;;;;;;;2,0;;;;317,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;817,0;8
1424;Federal;Nueva Vizcaya;30035040;;;;;;;;;;;;;;;;;;;41,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,0;8
1425;Federal;Sauce de Luna;30035050;;;;1,0;;;;1,0;;;224,0;;;43,0;;;;;59,0;238,0;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;568,0;8
1426;Feliciano;San José de Feliciano;30042010;;;;2,0;;;;;;;;;;;;;;;461,0;174,0;;;;;;67,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;705,0;8
1427;Feliciano;San Víctor;30042020;;;;;;;;;;;;;;;;;;;18,0;12,0;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,0;8
1428;Gualeguay;General Galarza;30049030;0,0;;;;;;;135,0;;;336,0;;;78,0;;;4,0;;52,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;606,0;8
1429;Gualeguay;Gualeguay;30049040;0,0;;;1,0;;;;336,0;;;111,0;;;961,0;;;;;69,0;1038,0;;;;;;4035,0;;;;;;;277,0;;;;60,0;;;;;;;;;;;6,0;;;;;;;;;;;;;;211,0;;;;;;;;;;;;;;;;;;;;;;963,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;832,0;;;;;;;;39,0;;;;;;;;;;;;;8940,0;8
1430;Gualeguaychú;Aldea San Antonio;30056010;;;;1,0;;;;;;;;;;;;;;;;188,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;189,0;8
